true_angle,semi_major_axis,semi_minor_axis,eccentricity,convex_hull_area,convex_hull_perimeter,std_x,std_y
0.6,1.52,1.387,0.409,5.97,8.903,0.888,0.894
0.6,1.477,1.374,0.367,5.96,8.856,0.888,0.894
0.6,1.5,1.179,0.619,4.9,8.215,0.888,0.894
0.6,1.439,1.376,0.294,5.992,8.818,0.888,0.894
0.6,1.481,1.391,0.343,5.94,8.867,0.888,0.894
0.6,1.498,1.386,0.379,5.715,8.803,0.888,0.894
0.6,1.419,1.329,0.35,5.38,8.508,0.888,0.894
0.6,1.537,1.328,0.503,5.403,8.64,0.888,0.894
0.6,1.476,1.386,0.344,5.982,8.9,0.888,0.894
0.6,1.457,1.383,0.315,5.838,8.778,0.888,0.894
0.6,1.497,1.347,0.436,5.694,8.76,0.888,0.894
0.6,1.452,1.409,0.241,6.134,8.913,0.888,0.894
0.6,1.517,1.305,0.51,5.462,8.664,0.888,0.894
0.6,1.441,1.358,0.335,5.674,8.685,0.888,0.894
0.6,1.46,1.423,0.224,5.966,8.902,0.888,0.894
0.6,1.497,1.352,0.429,5.852,8.816,0.888,0.894
0.6,1.514,1.377,0.416,6.22,8.993,0.888,0.894
0.6,1.476,1.38,0.354,6.007,8.893,0.888,0.894
0.6,1.467,1.345,0.4,5.739,8.708,0.888,0.894
0.6,1.487,1.304,0.48,5.373,8.512,0.888,0.894
0.6,1.41,1.312,0.366,5.468,8.49,0.888,0.894
0.6,1.518,1.382,0.414,6.173,8.984,0.888,0.894
0.6,1.438,1.419,0.16,5.845,8.786,0.888,0.894
0.6,1.767,1.317,0.667,6.315,9.344,0.888,0.894
0.6,1.495,1.365,0.407,5.681,8.78,0.888,0.894
0.6,1.496,1.433,0.286,6.155,9.039,0.888,0.894
0.6,1.442,1.431,0.124,6.023,8.899,0.888,0.894
0.6,1.505,1.324,0.476,5.759,8.775,0.888,0.894
0.6,1.424,1.382,0.239,5.547,8.639,0.888,0.894
0.6,1.483,1.387,0.355,5.952,8.88,0.888,0.894
0.6,1.464,1.366,0.359,5.671,8.732,0.888,0.894
0.6,1.429,1.286,0.436,5.121,8.351,0.888,0.894
0.6,1.465,1.306,0.453,5.152,8.417,0.888,0.894
0.6,1.512,1.344,0.458,5.715,8.766,0.888,0.894
0.6,1.46,1.37,0.345,5.694,8.763,0.888,0.894
0.6,1.489,1.428,0.283,6.163,8.996,0.888,0.894
0.6,1.461,1.402,0.283,6.109,8.918,0.888,0.894
0.6,1.479,1.394,0.334,5.901,8.886,0.888,0.894
0.6,1.449,1.359,0.348,5.706,8.704,0.888,0.894
0.6,1.515,1.421,0.346,6.085,9.028,0.888,0.894
0.6,1.431,1.377,0.271,5.345,8.572,0.888,0.894
0.6,1.491,1.43,0.282,6.079,8.97,0.888,0.894
0.6,1.451,1.418,0.212,6.17,8.968,0.888,0.894
0.6,1.455,1.409,0.249,5.881,8.873,0.888,0.894
0.6,1.481,1.368,0.384,5.828,8.825,0.888,0.894
0.6,1.549,1.289,0.554,5.334,8.633,0.888,0.894
0.6,1.425,1.3,0.408,5.444,8.529,0.888,0.894
0.6,1.476,1.438,0.225,5.944,8.905,0.888,0.894
0.6,1.442,1.384,0.282,5.868,8.766,0.888,0.894
0.6,1.535,1.395,0.417,5.837,8.881,0.888,0.894
0.6,2.963,1.541,0.854,8.598,12.971,0.888,0.894
0.6,1.435,1.362,0.313,5.827,8.731,0.888,0.894
0.6,1.486,1.451,0.214,6.076,8.989,0.888,0.894
0.6,1.557,1.324,0.526,5.85,8.887,0.888,0.894
0.6,1.502,1.355,0.432,5.934,8.858,0.888,0.894
0.6,1.529,1.367,0.448,5.738,8.826,0.888,0.894
0.6,1.439,1.39,0.258,5.591,8.65,0.888,0.894
0.6,1.535,1.276,0.556,5.576,8.679,0.888,0.894
0.6,1.498,1.379,0.39,6.042,8.95,0.888,0.894
0.6,1.469,1.363,0.372,5.975,8.831,0.888,0.894
0.6,1.463,1.29,0.472,5.273,8.485,0.888,0.894
0.6,1.469,1.382,0.34,6.09,8.942,0.888,0.894
0.6,1.456,1.379,0.321,5.831,8.781,0.888,0.894
0.6,1.558,1.256,0.592,5.35,8.529,0.888,0.894
0.6,1.489,1.468,0.168,6.336,9.145,0.888,0.894
0.9,1.463,1.378,0.336,6.018,8.844,0.89,0.876
0.9,1.416,1.371,0.25,5.732,8.636,0.89,0.876
0.9,1.505,1.387,0.388,5.988,8.988,0.89,0.876
0.9,1.446,1.356,0.347,5.669,8.654,0.89,0.876
0.9,1.501,1.35,0.437,5.345,8.587,0.89,0.876
0.9,1.414,1.283,0.421,5.352,8.416,0.89,0.876
0.9,1.465,1.364,0.365,5.861,8.794,0.89,0.876
0.9,1.481,1.379,0.365,5.928,8.872,0.89,0.876
0.9,1.482,1.269,0.517,5.442,8.519,0.89,0.876
0.9,1.473,1.236,0.544,5.476,8.502,0.89,0.876
0.9,1.468,1.459,0.113,6.311,9.081,0.89,0.876
0.9,1.483,1.436,0.25,6.098,8.998,0.89,0.876
0.9,1.431,1.38,0.265,5.822,8.742,0.89,0.876
0.9,1.517,1.305,0.509,5.529,8.652,0.89,0.876
0.9,1.432,1.327,0.376,5.623,8.617,0.89,0.876
0.9,1.52,1.351,0.458,6.08,8.918,0.89,0.876
0.9,1.504,1.388,0.386,6.224,9.025,0.89,0.876
0.9,1.48,1.393,0.339,6.04,8.921,0.89,0.876
0.9,1.47,1.426,0.243,6.239,8.999,0.89,0.876
0.9,2.914,1.859,0.77,11.751,13.769,0.89,0.876
0.9,1.485,1.376,0.376,5.932,8.854,0.89,0.876
0.9,1.48,1.403,0.318,6.01,8.951,0.89,0.876
0.9,1.512,1.38,0.408,5.593,8.72,0.89,0.876
0.9,1.497,1.397,0.359,6.208,8.992,0.89,0.876
0.9,1.513,1.421,0.343,6.313,9.082,0.89,0.876
0.9,1.513,1.371,0.423,5.55,8.724,0.89,0.876
0.9,1.417,1.371,0.253,5.547,8.611,0.89,0.876
0.9,1.436,1.314,0.403,5.431,8.519,0.89,0.876
0.9,1.485,1.325,0.451,5.516,8.626,0.89,0.876
0.9,1.478,1.352,0.404,5.736,8.801,0.89,0.876
0.9,1.423,1.366,0.28,5.664,8.69,0.89,0.876
0.9,1.45,1.353,0.359,5.667,8.695,0.89,0.876
0.9,1.458,1.367,0.348,5.731,8.761,0.89,0.876
0.9,1.465,1.347,0.394,5.76,8.696,0.89,0.876
0.9,1.39,1.368,0.18,5.18,8.433,0.89,0.876
0.9,1.499,1.352,0.433,5.699,8.785,0.89,0.876
0.9,1.452,1.342,0.382,5.606,8.61,0.89,0.876
0.9,1.502,1.374,0.405,5.931,8.885,0.89,0.876
0.9,1.486,1.313,0.468,5.668,8.696,0.89,0.876
0.9,1.509,1.382,0.401,5.993,8.912,0.89,0.876
0.9,1.485,1.267,0.522,5.489,8.584,0.89,0.876
0.9,1.495,1.414,0.324,6.128,9.001,0.89,0.876
0.9,1.472,1.307,0.46,5.235,8.587,0.89,0.876
0.9,1.484,1.37,0.383,5.64,8.72,0.89,0.876
0.9,1.444,1.347,0.36,5.491,8.574,0.89,0.876
0.9,1.491,1.311,0.476,5.541,8.705,0.89,0.876
0.9,1.442,1.371,0.311,5.7,8.703,0.89,0.876
0.9,1.471,1.345,0.405,5.704,8.815,0.89,0.876
0.9,1.522,1.415,0.368,5.852,8.921,0.89,0.876
0.9,1.504,1.337,0.457,5.89,8.834,0.89,0.876
0.9,1.474,1.373,0.365,5.655,8.742,0.89,0.876
0.9,1.439,1.412,0.193,5.95,8.855,0.89,0.876
0.9,1.481,1.292,0.489,5.624,8.608,0.89,0.876
0.9,1.461,1.387,0.315,5.966,8.811,0.89,0.876
0.9,1.451,1.284,0.465,5.363,8.466,0.89,0.876
0.9,1.518,1.294,0.523,5.712,8.772,0.89,0.876
0.9,1.483,1.368,0.385,5.665,8.766,0.89,0.876
0.9,1.499,1.349,0.437,5.746,8.803,0.89,0.876
0.9,1.502,1.367,0.414,6.002,8.924,0.89,0.876
0.9,1.487,1.394,0.348,5.903,8.902,0.89,0.876
0.9,1.497,1.441,0.273,6.214,9.062,0.89,0.876
0.9,1.55,1.28,0.564,5.662,8.695,0.89,0.876
0.9,1.502,1.4,0.361,5.989,8.913,0.89,0.876
0.9,1.46,1.34,0.398,5.773,8.689,0.89,0.876
0.9,1.47,1.436,0.214,6.278,9.078,0.89,0.876
0.9,1.521,1.388,0.409,5.963,8.954,0.89,0.876
0.9,1.492,1.358,0.414,5.673,8.732,0.89,0.876
0.9,1.527,1.379,0.43,6.235,9.038,0.89,0.876
0.9,1.415,1.392,0.18,5.69,8.67,0.89,0.876
0.9,1.474,1.432,0.236,6.198,9.011,0.89,0.876
0.9,1.456,1.348,0.379,5.489,8.609,0.89,0.876
0.9,1.487,1.303,0.482,5.554,8.613,0.89,0.876
0.9,1.439,1.411,0.196,5.876,8.772,0.89,0.876
0.9,1.521,1.374,0.428,6.126,8.978,0.89,0.876
0.9,1.416,1.312,0.376,5.32,8.431,0.89,0.876
0.9,1.48,1.399,0.327,5.81,8.83,0.89,0.876
0.9,1.48,1.411,0.302,6.073,8.953,0.89,0.876
0.9,1.525,1.339,0.479,5.759,8.798,0.89,0.876
0.9,1.438,1.352,0.341,5.755,8.659,0.89,0.876
0.9,1.513,1.294,0.519,5.515,8.629,0.89,0.876
0.9,1.499,1.275,0.526,5.213,8.462,0.89,0.876
0.9,1.471,1.397,0.312,5.846,8.833,0.89,0.876
0.9,1.484,1.413,0.306,6.125,8.967,0.89,0.876
0.9,1.456,1.337,0.395,5.653,8.658,0.89,0.876
0.9,1.49,1.372,0.39,5.571,8.778,0.89,0.876
0.9,1.503,1.343,0.449,5.943,8.84,0.89,0.876
0.9,1.479,1.304,0.471,5.657,8.622,0.89,0.876
0.9,1.48,1.427,0.263,5.871,8.893,0.89,0.876
0.9,1.417,1.389,0.199,5.89,8.764,0.89,0.876
0.9,1.479,1.392,0.338,5.622,8.772,0.89,0.876
0.9,1.517,1.372,0.427,5.971,8.886,0.89,0.876
0.9,1.509,1.428,0.325,6.356,9.094,0.89,0.876
0.9,1.415,1.292,0.407,5.324,8.431,0.89,0.876
0.9,1.486,1.371,0.386,5.893,8.852,0.89,0.876
0.9,1.452,1.391,0.287,5.605,8.69,0.89,0.876
0.9,1.471,1.333,0.423,5.646,8.694,0.89,0.876
0.9,1.455,1.419,0.22,5.826,8.842,0.89,0.876
0.9,1.446,1.396,0.262,5.565,8.76,0.89,0.876
0.9,1.502,1.33,0.465,5.859,8.831,0.89,0.876
0.9,1.473,1.398,0.316,5.853,8.891,0.89,0.876
1.2,1.49,1.257,0.537,5.149,8.384,0.906,0.889
1.2,1.473,1.397,0.316,5.556,8.692,0.906,0.889
1.2,1.499,1.312,0.484,5.753,8.714,0.906,0.889
1.2,1.472,1.419,0.265,6.027,8.937,0.906,0.889
1.2,1.482,1.422,0.28,5.979,8.91,0.906,0.889
1.2,1.51,1.376,0.412,6.03,8.906,0.906,0.889
1.2,1.504,1.374,0.407,5.74,8.785,0.906,0.889
1.2,1.486,1.37,0.387,5.444,8.655,0.906,0.889
1.2,1.483,1.347,0.418,5.717,8.738,0.906,0.889
1.2,1.473,1.427,0.248,6.167,8.972,0.906,0.889
1.2,1.49,1.38,0.377,5.825,8.838,0.906,0.889
1.2,1.443,1.363,0.327,5.79,8.737,0.906,0.889
1.2,1.502,1.391,0.377,6.083,8.947,0.906,0.889
1.2,1.418,1.355,0.296,5.735,8.692,0.906,0.889
1.2,1.448,1.41,0.227,6.037,8.907,0.906,0.889
1.2,1.554,1.353,0.492,5.769,8.825,0.906,0.889
1.2,1.464,1.361,0.368,5.938,8.813,0.906,0.889
1.2,1.502,1.417,0.333,6.261,9.07,0.906,0.889
1.2,1.422,1.368,0.271,5.696,8.658,0.906,0.889
1.2,1.518,1.391,0.401,6.008,8.963,0.906,0.889
1.2,1.482,1.38,0.365,5.835,8.854,0.906,0.889
1.2,1.451,1.37,0.33,5.701,8.692,0.906,0.889
1.2,1.482,1.436,0.245,6.21,9.092,0.906,0.889
1.2,1.432,1.278,0.452,5.22,8.379,0.906,0.889
1.2,1.468,1.401,0.299,5.942,8.856,0.906,0.889
1.2,1.459,1.421,0.227,6.038,8.945,0.906,0.889
1.2,1.467,1.387,0.327,5.902,8.853,0.906,0.889
1.2,1.416,1.378,0.229,5.438,8.527,0.906,0.889
1.2,1.523,1.434,0.337,6.147,9.059,0.906,0.889
1.2,1.504,1.315,0.485,5.683,8.701,0.906,0.889
1.2,1.468,1.371,0.357,5.873,8.84,0.906,0.889
1.2,1.437,1.33,0.378,5.52,8.681,0.906,0.889
1.2,1.444,1.432,0.13,6.05,8.918,0.906,0.889
1.2,1.387,1.351,0.226,5.367,8.574,0.906,0.889
1.2,1.529,1.315,0.511,5.597,8.683,0.906,0.889
1.2,1.441,1.382,0.282,5.805,8.774,0.906,0.889
1.2,1.424,1.371,0.271,5.67,8.624,0.906,0.889
1.2,1.484,1.399,0.333,6.156,8.959,0.906,0.889
1.2,1.445,1.405,0.235,5.879,8.849,0.906,0.889
1.2,1.462,1.34,0.399,5.451,8.608,0.906,0.889
1.2,1.495,1.416,0.32,5.992,8.944,0.906,0.889
1.2,1.515,1.36,0.44,5.79,8.809,0.906,0.889
1.2,1.402,1.335,0.306,5.258,8.403,0.906,0.889
1.2,1.458,1.393,0.294,5.853,8.796,0.906,0.889
1.2,1.5,1.467,0.211,6.135,9.066,0.906,0.889
1.2,1.513,1.321,0.487,5.464,8.627,0.906,0.889
1.2,1.426,1.306,0.402,5.329,8.45,0.906,0.889
1.2,1.498,1.425,0.308,6.249,9.05,0.906,0.889
1.2,1.534,1.405,0.403,5.752,8.862,0.906,0.889
1.2,1.499,1.294,0.504,5.523,8.634,0.906,0.889
1.2,1.453,1.389,0.294,5.843,8.765,0.906,0.889
1.2,1.499,1.354,0.43,5.934,8.846,0.906,0.889
1.2,1.448,1.403,0.248,6.032,8.861,0.906,0.889
1.2,1.501,1.388,0.38,6.162,8.968,0.906,0.889
1.2,1.509,1.403,0.368,5.769,8.914,0.906,0.889
1.2,1.409,1.383,0.192,5.713,8.705,0.906,0.889
1.2,1.496,1.424,0.305,6.163,9.015,0.906,0.889
1.2,1.5,1.392,0.373,5.915,8.866,0.906,0.889
1.2,1.464,1.291,0.471,5.586,8.58,0.906,0.889
1.2,1.46,1.445,0.144,6.29,9.068,0.906,0.889
1.2,1.501,1.336,0.456,5.645,8.715,0.906,0.889
1.2,1.47,1.449,0.169,6.045,8.971,0.906,0.889
1.2,1.426,1.385,0.238,5.894,8.77,0.906,0.889
1.2,1.483,1.389,0.35,5.859,8.913,0.906,0.889
1.2,1.449,1.335,0.388,5.475,8.622,0.906,0.889
1.2,1.478,1.362,0.388,5.917,8.825,0.906,0.889
1.2,1.435,1.332,0.372,5.589,8.601,0.906,0.889
1.2,1.483,1.327,0.447,5.682,8.681,0.906,0.889
1.2,1.487,1.353,0.416,5.8,8.778,0.906,0.889
1.2,1.484,1.453,0.204,6.227,9.049,0.906,0.889
1.2,1.518,1.368,0.432,5.84,8.857,0.906,0.889
1.2,2.16,1.441,0.745,7.161,10.518,0.906,0.889
1.2,1.414,1.366,0.259,5.488,8.535,0.906,0.889
1.2,1.509,1.282,0.528,5.518,8.598,0.906,0.889
1.2,1.443,1.392,0.263,5.682,8.715,0.906,0.889
1.2,1.433,1.409,0.184,5.873,8.771,0.906,0.889
1.2,1.509,1.345,0.453,5.586,8.733,0.906,0.889
1.2,1.426,1.359,0.303,5.608,8.64,0.906,0.889
1.2,1.458,1.365,0.352,5.848,8.776,0.906,0.889
1.2,5.416,3.037,0.828,30.165,23.404,0.906,0.889
1.2,1.489,1.405,0.331,6.067,8.934,0.906,0.889
1.2,2.487,1.517,0.792,9.28,12.395,0.906,0.889
1.2,1.5,1.283,0.518,5.647,8.664,0.906,0.889
1.2,1.445,1.38,0.297,5.596,8.708,0.906,0.889
1.2,1.448,1.44,0.106,5.877,8.853,0.906,0.889
1.2,1.489,1.413,0.315,6.046,8.921,0.906,0.889
1.2,1.473,1.365,0.376,5.825,8.8,0.906,0.889
1.2,1.395,1.303,0.357,5.075,8.288,0.906,0.889
1.2,1.432,1.328,0.374,5.568,8.606,0.906,0.889
1.2,1.459,1.406,0.267,5.902,8.845,0.906,0.889
1.2,1.478,1.373,0.371,5.919,8.827,0.906,0.889
1.2,1.482,1.432,0.257,5.952,8.911,0.906,0.889
1.2,1.453,1.382,0.309,5.749,8.765,0.906,0.889
1.2,1.444,1.343,0.367,5.693,8.731,0.906,0.889
1.2,1.414,1.349,0.299,5.643,8.662,0.906,0.889
1.2,1.455,1.397,0.28,5.993,8.83,0.906,0.889
1.2,1.525,1.368,0.442,5.9,8.879,0.906,0.889
1.2,1.446,1.329,0.395,5.459,8.573,0.906,0.889
1.2,1.51,1.203,0.604,5.263,8.485,0.906,0.889
1.2,1.493,1.389,0.367,5.823,8.893,0.906,0.889
0.1,1.422,1.259,0.465,5.237,8.365,0.883,0.89
0.1,1.503,1.353,0.436,5.913,8.832,0.883,0.89
0.1,1.421,1.341,0.332,5.166,8.478,0.883,0.89
0.1,1.446,1.364,0.332,5.553,8.651,0.883,0.89
0.1,1.498,1.419,0.32,6.182,9.032,0.883,0.89
0.1,1.462,1.243,0.526,5.396,8.463,0.883,0.89
0.1,1.436,1.413,0.178,5.737,8.753,0.883,0.89
0.1,1.509,1.36,0.433,5.87,8.842,0.883,0.89
0.1,1.472,1.452,0.167,6.272,9.051,0.883,0.89
0.1,1.446,1.405,0.237,6.038,8.896,0.883,0.89
0.1,1.408,1.38,0.198,5.728,8.675,0.883,0.89
0.1,1.482,1.375,0.373,5.959,8.872,0.883,0.89
0.1,1.428,1.393,0.221,5.738,8.777,0.883,0.89
0.1,1.5,1.344,0.444,5.728,8.719,0.883,0.89
0.1,1.43,1.378,0.268,5.413,8.637,0.883,0.89
0.1,1.457,1.395,0.289,5.945,8.862,0.883,0.89
0.1,1.474,1.387,0.337,6.03,8.883,0.883,0.89
0.1,1.466,1.36,0.373,5.975,8.842,0.883,0.89
0.1,1.503,1.448,0.268,6.37,9.117,0.883,0.89
0.1,1.506,1.336,0.461,5.747,8.796,0.883,0.89
0.1,1.45,1.388,0.289,5.895,8.823,0.883,0.89
0.1,1.473,1.357,0.39,5.772,8.769,0.883,0.89
0.1,1.476,1.315,0.454,5.6,8.667,0.883,0.89
0.1,1.451,1.275,0.477,5.234,8.392,0.883,0.89
0.1,1.524,1.335,0.482,5.727,8.762,0.883,0.89
0.1,1.512,1.407,0.366,6.195,9.039,0.883,0.89
0.1,1.465,1.386,0.324,5.94,8.858,0.883,0.89
0.1,1.46,1.344,0.39,5.844,8.753,0.883,0.89
0.1,1.404,1.348,0.279,5.336,8.495,0.883,0.89
0.1,1.498,1.299,0.497,5.618,8.657,0.883,0.89
0.1,1.451,1.365,0.34,5.754,8.712,0.883,0.89
0.1,1.405,1.379,0.192,5.555,8.581,0.883,0.89
0.1,1.564,1.267,0.586,5.473,8.706,0.883,0.89
0.1,1.447,1.437,0.118,6.011,8.927,0.883,0.89
0.1,1.542,1.395,0.426,5.856,8.916,0.883,0.89
0.1,1.479,1.443,0.221,6.101,8.995,0.883,0.89
0.1,1.463,1.313,0.44,5.591,8.584,0.883,0.89
0.1,1.561,1.274,0.578,5.629,8.723,0.883,0.89
0.1,1.488,1.411,0.317,5.605,8.764,0.883,0.89
0.1,1.435,1.402,0.214,5.755,8.742,0.883,0.89
0.1,1.39,1.347,0.248,5.446,8.481,0.883,0.89
0.1,1.437,1.417,0.168,5.959,8.873,0.883,0.89
0.1,1.493,1.462,0.201,6.06,9.032,0.883,0.89
0.1,1.43,1.319,0.387,5.592,8.576,0.883,0.89
0.1,1.486,1.307,0.476,5.624,8.694,0.883,0.89
0.1,1.489,1.312,0.473,5.319,8.535,0.883,0.89
0.1,1.485,1.411,0.311,5.948,8.908,0.883,0.89
0.1,1.474,1.386,0.34,5.97,8.858,0.883,0.89
0.1,1.466,1.338,0.408,5.844,8.767,0.883,0.89
0.1,1.431,1.367,0.296,5.711,8.753,0.883,0.89
0.1,1.43,1.264,0.468,5.272,8.382,0.883,0.89
0.1,1.475,1.431,0.245,5.981,8.985,0.883,0.89
0.1,1.41,1.354,0.278,5.307,8.473,0.883,0.89
0.1,1.48,1.358,0.397,5.952,8.829,0.883,0.89
0.1,1.437,1.218,0.531,5.043,8.185,0.883,0.89
0.1,1.467,1.375,0.349,5.706,8.751,0.883,0.89
0.1,1.519,1.382,0.414,6.122,8.989,0.883,0.89
0.1,1.455,1.395,0.283,5.967,8.877,0.883,0.89
0.1,1.411,1.377,0.219,5.667,8.644,0.883,0.89
0.1,1.424,1.305,0.401,5.497,8.467,0.883,0.89
0.1,1.429,1.397,0.21,5.841,8.75,0.883,0.89
0.1,1.462,1.431,0.203,6.136,9.026,0.883,0.89
0.1,1.564,1.28,0.574,5.3,8.592,0.883,0.89
0.1,3.958,1.813,0.889,11.243,16.067,0.883,0.89
0.1,1.462,1.441,0.17,6.228,9.031,0.883,0.89
0.1,1.433,1.39,0.244,5.665,8.678,0.883,0.89
0.1,1.436,1.316,0.4,5.456,8.519,0.883,0.89
0.1,1.488,1.421,0.298,6.112,8.991,0.883,0.89
0.1,1.414,1.377,0.228,5.798,8.743,0.883,0.89
0.1,1.537,1.354,0.474,5.901,8.861,0.883,0.89
0.1,1.482,1.447,0.217,6.182,9.025,0.883,0.89
0.1,1.422,1.415,0.097,5.99,8.827,0.883,0.89
0.1,1.499,1.346,0.441,5.69,8.73,0.883,0.89
0.1,1.516,1.227,0.587,5.376,8.481,0.883,0.89
0.1,1.497,1.416,0.326,6.226,9.023,0.883,0.89
0.1,1.399,1.323,0.326,5.269,8.413,0.883,0.89
0.1,1.535,1.35,0.477,5.646,8.753,0.883,0.89
0.1,1.473,1.286,0.488,5.4,8.526,0.883,0.89
0.1,2.567,1.455,0.824,7.513,11.448,0.883,0.89
0.1,1.443,1.348,0.358,5.624,8.627,0.883,0.89
0.1,1.474,1.423,0.261,6.038,8.924,0.883,0.89
0.1,1.49,1.291,0.499,5.356,8.522,0.883,0.89
0.1,1.447,1.344,0.372,5.514,8.586,0.883,0.89
0.1,1.441,1.412,0.199,6.006,8.874,0.883,0.89
0.1,1.447,1.368,0.325,5.47,8.612,0.883,0.89
0.1,1.457,1.347,0.381,5.752,8.745,0.883,0.89
0.1,1.478,1.387,0.345,5.974,8.914,0.883,0.89
0.1,1.485,1.331,0.443,5.619,8.714,0.883,0.89
0.1,1.459,1.436,0.174,5.838,8.869,0.883,0.89
0.1,1.484,1.342,0.426,6.048,8.897,0.883,0.89
0.1,1.497,1.362,0.416,6.068,8.907,0.883,0.89
0.1,1.466,1.41,0.273,5.809,8.823,0.883,0.89
0.1,1.523,1.322,0.497,5.608,8.715,0.883,0.89
0.1,1.482,1.443,0.227,6.007,8.962,0.883,0.89
0.1,1.444,1.366,0.326,5.649,8.685,0.883,0.89
0.1,1.49,1.367,0.398,6.006,8.876,0.883,0.89
0.1,1.49,1.396,0.35,5.743,8.832,0.883,0.89
0.1,1.481,1.325,0.447,5.33,8.546,0.883,0.89
0.1,1.43,1.364,0.299,5.687,8.649,0.883,0.89
0.1,1.507,1.44,0.295,6.36,9.119,0.883,0.89
0.0,1.466,1.388,0.323,5.665,8.747,0.889,0.901
0.0,1.475,1.257,0.523,5.109,8.397,0.889,0.901
0.0,1.444,1.403,0.236,5.804,8.788,0.889,0.901
0.0,1.485,1.43,0.271,6.166,9.018,0.889,0.901
0.0,1.467,1.317,0.441,5.689,8.684,0.889,0.901
0.0,1.483,1.39,0.349,5.828,8.814,0.889,0.901
0.0,1.461,1.327,0.418,5.633,8.65,0.889,0.901
0.0,1.443,1.351,0.352,5.746,8.714,0.889,0.901
0.0,1.503,1.405,0.355,6.007,8.917,0.889,0.901
0.0,1.875,1.444,0.637,7.39,10.238,0.889,0.901
0.0,1.47,1.368,0.366,5.808,8.824,0.889,0.901
0.0,1.43,1.311,0.4,5.275,8.486,0.889,0.901
0.0,1.416,1.364,0.268,5.343,8.501,0.889,0.901
0.0,1.446,1.286,0.457,5.448,8.559,0.889,0.901
0.0,1.435,1.379,0.276,5.54,8.661,0.889,0.901
0.0,1.454,1.428,0.191,6.21,8.992,0.889,0.901
0.0,1.48,1.397,0.328,5.852,8.849,0.889,0.901
0.0,1.507,1.338,0.46,5.804,8.801,0.889,0.901
0.0,1.518,1.354,0.452,6.022,8.902,0.889,0.901
0.0,1.51,1.468,0.236,6.38,9.161,0.889,0.901
0.0,1.448,1.368,0.328,5.791,8.738,0.889,0.901
0.0,1.483,1.355,0.406,6.018,8.911,0.889,0.901
0.0,3.467,1.64,0.881,13.47,15.046,0.889,0.901
0.0,1.464,1.439,0.183,6.187,9.003,0.889,0.901
0.0,1.516,1.393,0.394,5.72,8.85,0.889,0.901
0.0,1.458,1.431,0.192,5.841,8.875,0.889,0.901
0.0,1.506,1.319,0.483,5.75,8.756,0.889,0.901
0.0,1.463,1.4,0.29,6.032,8.907,0.889,0.901
0.0,1.452,1.43,0.176,5.977,8.884,0.889,0.901
0.0,1.482,1.409,0.31,6.037,8.929,0.889,0.901
0.0,1.417,1.372,0.249,5.584,8.665,0.889,0.901
0.0,1.435,1.337,0.364,5.58,8.595,0.889,0.901
0.0,1.454,1.411,0.242,5.989,8.897,0.889,0.901
0.0,1.495,1.354,0.424,5.926,8.846,0.889,0.901
0.0,1.492,1.388,0.367,5.842,8.856,0.889,0.901
0.0,1.477,1.356,0.397,5.574,8.67,0.889,0.901
0.0,1.492,1.337,0.444,5.777,8.731,0.889,0.901
0.0,1.468,1.37,0.358,5.667,8.714,0.889,0.901
0.0,21258.534,120.957,1.0,10.68,14.817,0.889,0.901
0.0,1.424,1.319,0.377,5.323,8.47,0.889,0.901
0.0,1.445,1.404,0.236,5.871,8.828,0.889,0.901
0.0,1.463,1.362,0.365,5.94,8.832,0.889,0.901
0.0,1.478,1.4,0.321,5.667,8.805,0.889,0.901
0.0,1.485,1.435,0.259,6.258,9.047,0.889,0.901
0.0,1.452,1.361,0.349,5.735,8.705,0.889,0.901
0.0,1.449,1.368,0.33,5.86,8.788,0.889,0.901
0.0,1.489,1.395,0.351,5.766,8.861,0.889,0.901
0.0,1.515,1.337,0.47,5.842,8.847,0.889,0.901
0.0,1.521,1.406,0.38,5.908,8.922,0.889,0.901
0.0,1.515,1.268,0.547,5.287,8.452,0.889,0.901
0.0,1.461,1.428,0.21,6.081,8.926,0.889,0.901
0.0,1.483,1.251,0.537,5.106,8.378,0.889,0.901
0.0,1.501,1.292,0.509,5.194,8.508,0.889,0.901
0.0,1.436,1.38,0.275,5.617,8.663,0.889,0.901
0.0,1.51,1.43,0.32,5.972,8.95,0.889,0.901
0.0,1.463,1.304,0.454,5.563,8.622,0.889,0.901
0.0,1.463,1.405,0.28,6.051,8.919,0.889,0.901
0.0,1.506,1.356,0.435,6.073,8.914,0.889,0.901
0.0,1.505,1.372,0.411,6.002,8.92,0.889,0.901
0.0,1.484,1.398,0.335,6.05,8.895,0.889,0.901
0.0,1.465,1.387,0.32,5.58,8.759,0.889,0.901
0.0,1.416,1.377,0.232,5.211,8.551,0.889,0.901
0.0,1.489,1.397,0.346,6.045,8.935,0.889,0.901
0.0,1.485,1.242,0.548,5.457,8.549,0.889,0.901
0.0,1.53,1.307,0.52,5.589,8.675,0.889,0.901
0.0,1.536,1.357,0.469,5.764,8.83,0.889,0.901
0.0,1.474,1.428,0.247,6.079,8.975,0.889,0.901
0.0,1.475,1.367,0.376,5.754,8.748,0.889,0.901
0.0,1.471,1.378,0.349,5.906,8.849,0.889,0.901
0.0,1.422,1.334,0.346,5.421,8.512,0.889,0.901
